generation,max_fitness,mean_fitness,min_fitness
0,57.25379680945985,0.11425901558473037,-6.045005314036012
1,57.25379680945985,-0.8561563140472769,-6.045005314036012
2,57.25379680945985,0.47567318614244447,-6.045005314036012
3,57.25379680945985,0.9871651903290001,-6.045005314036012
4,57.25379680945985,0.6870411376823445,-6.045005314036012
5,57.25379680945985,0.6701625099632442,-6.045005314036012
6,57.25379680945985,0.6701625099632442,-6.045005314036012
7,57.25379680945985,0.6701625099632442,-6.045005314036012
8,57.25379680945985,0.6701625099632442,-6.045005314036012
9,57.25379680945985,0.6701625099632442,-6.045005314036012
10,57.25379680945985,0.6701625099632442,-6.045005314036012
11,57.25379680945985,0.6701625099632442,-6.045005314036012
12,57.25379680945985,0.6701625099632442,-6.045005314036012
13,57.25379680945985,0.6701625099632442,-6.045005314036012
14,57.25379680945985,0.6701625099632442,-6.045005314036012
15,57.25379680945985,0.6701625099632442,-6.045005314036012
16,57.25379680945985,2.8540522994248327,-6.045005314036012
17,66.01103858311014,17.929733478221493,-5.950642552587727
18,66.01103858311014,20.220586443369562,-5.988961416889864
19,66.01103858311014,30.660368815727438,-5.762051382780177
20,66.20090734553948,28.311072037368437,-5.988961416889864
21,66.25379680945984,36.4465074805938,-6.028278520230698
22,75.2731522524128,38.28843964785155,-5.988961416889864
23,75.2731522524128,36.01734082582425,-5.988961416889864
24,75.2731522524128,41.051035135197395,-5.988961416889864
25,75.2731522524128,37.07043474016784,-6.035481432524756
26,75.2731522524128,40.66565861696513,-5.988961416889864
27,75.2731522524128,39.52164858364679,-5.988961416889864
28,75.27968822339258,34.68768074036691,-6.037870919922137
29,75.3062678611973,33.68627855845502,-5.988961416889864
30,87.81289246928256,31.102965379300336,-5.736572297479192
31,87.81289246928256,39.89552794237166,-5.780743515792329
32,87.81289246928256,44.44357465939515,-5.950642552587727
33,94.24001907417188,39.57114954413448,-6.059123195581797
34,94.24001907417188,40.52825218822488,-5.998936561946683
35,94.24001907417188,46.5639700454881,-5.971261839790462
36,94.24001907417188,40.1761668028205,-5.971261839790462
37,94.24001907417188,38.56998099078404,-5.746203190540153
38,94.24001907417188,35.793077459495635,-6.035481432524756
39,94.24001907417188,42.19141687704709,-6.238324625039508
40,94.24001907417188,48.30686826283949,-6.061456918928017
41,94.24001907417188,43.55521482881692,-6.030685260261263
42,94.24001907417188,45.620436194198135,-5.746203190540153
43,94.24001907417188,37.23505283708843,-5.752572638825633
44,94.24001907417188,48.597214006584444,-5.746203190540153
45,94.24001907417188,45.37187056718351,-6.035481432524756
46,94.24001907417188,43.313039558967915,-5.6937321388027
47,94.24001907417188,47.158339350854355,-5.988961416889864
48,94.24001907417188,39.795595839965024,-6.0473721790462776
49,94.24001907417188,49.46095280933976,-5.746203190540153
