generation,max_fitness,mean_fitness,min_fitness
0,75.47057091248858,2.496403787287164,-6.186208623900494
1,91.49061166337202,3.590641264241059,-6.186208623900494
2,91.49061166337202,4.202672712960647,-6.186208623900494
3,91.49061166337202,5.699938726373811,-6.186208623900494
4,91.49061166337202,5.803211278186158,-6.186208623900494
5,91.49061166337202,5.803211278186157,-6.186208623900494
6,91.49061166337202,5.803211278186157,-6.186208623900494
7,91.49061166337202,5.803211278186157,-6.186208623900494
8,91.49061166337202,5.803211278186157,-6.186208623900494
9,91.49061166337202,5.803211278186157,-6.186208623900494
10,91.49061166337202,5.803211278186157,-6.186208623900494
11,91.49061166337202,5.803211278186157,-6.186208623900494
12,91.49061166337202,5.803211278186157,-6.186208623900494
13,91.49061166337202,5.803211278186157,-6.186208623900494
14,91.49061166337202,5.803211278186157,-6.186208623900494
15,91.49061166337202,5.803211278186157,-6.186208623900494
16,91.49061166337202,10.693321648391633,-6.186208623900494
17,91.49061166337202,33.66723035447512,-5.834810737062605
18,93.44814186652393,42.90974818724141,-5.932245187448011
19,93.44814186652393,32.48739341344249,-5.908082938168931
20,93.44814186652393,32.23410670556462,-5.8998973535824915
21,93.44814186652393,40.65344041105721,-5.8971538676367405
22,93.44814186652393,35.490655188921636,-6.395261598115449
23,93.44814186652393,41.99270749168974,-5.796057750765372
24,93.44814186652393,45.55001733595469,-5.918893854273146
25,93.44814186652393,33.31401972857603,-6.434546518787453
26,93.44814186652393,53.473528369423946,-5.937536205082426
27,93.44814186652393,49.98749142686249,-6.405228458030842
28,93.51173296930546,52.03130117903972,-5.834810737062605
29,93.51173296930546,56.50738587476076,-5.834810737062605
30,93.51173296930546,47.797753863188476,-6.418364935936212
31,93.51173296930546,45.50508427655072,-5.834810737062605
32,93.51173296930546,39.08196108153315,-6.300785794663244
33,93.51173296930546,37.875879000235436,-6.561030665896573
34,93.51173296930546,42.87131878015467,-5.8916442118257715
35,93.51173296930546,43.42887536914506,-6.411818267709897
36,93.51173296930546,40.297566987652345,-6.403574197934815
37,93.51173296930546,42.92027067690141,-5.834810737062605
38,93.51173296930546,42.55431868310448,-5.834810737062605
39,93.51173296930546,39.41981422525382,-6.401917196727186
40,93.51173296930546,35.18158394773438,-5.8916442118257715
41,93.51173296930546,45.63408227993254,-5.834810737062605
42,93.51173296930546,44.17067382606067,-5.834810737062605
43,93.51173296930546,29.843478984295704,-6.156978985585555
44,93.51173296930546,37.3428962605176,-6.1675164908883415
45,93.51173296930546,28.45783514480524,-5.910796644040527
46,93.51173296930546,29.00283074136441,-5.834810737062605
47,93.51173296930546,33.773462180137734,-5.908082938168931
48,93.51173296930546,25.103283582125183,-5.916202062607435
49,93.51173296930546,30.700159887906697,-5.8916442118257715
