generation,max_fitness,mean_fitness,min_fitness
0,87.42951600496184,-0.5089615706962439,-6.418364935936212
1,91.49061166337202,0.7000482599476271,-6.429719478039138
2,91.49061166337202,0.8022934765593227,-6.429719478039138
3,91.49061166337202,0.615948398958783,-6.429719478039138
4,91.49061166337202,0.6159483989587826,-6.429719478039138
5,91.49061166337202,0.6159483989587826,-6.429719478039138
6,91.49061166337202,0.6159483989587826,-6.429719478039138
7,91.49061166337202,0.6159483989587826,-6.429719478039138
8,91.49061166337202,0.6159483989587826,-6.429719478039138
9,91.49061166337202,0.6159483989587826,-6.429719478039138
10,91.49061166337202,0.6159483989587826,-6.429719478039138
11,91.49061166337202,0.6159483989587826,-6.429719478039138
12,91.49061166337202,0.6159483989587826,-6.429719478039138
13,91.49061166337202,0.6159483989587826,-6.429719478039138
14,91.49061166337202,0.6159483989587826,-6.429719478039138
15,91.49061166337202,0.6159483989587826,-6.429719478039138
16,91.49061166337202,2.9822793764494464,-5.908082938168931
17,91.49061166337202,13.762052698442766,-5.834810737062605
18,92.04704041507837,24.1925780308512,-6.400257445308821
19,92.04704041507837,42.27745810730506,-6.154858094016418
20,92.56878821817864,53.130712280795855,-6.432940092739179
21,92.69061166337202,45.09855805759238,-6.432940092739179
22,92.93193985886488,57.03010856797405,-6.432940092739179
23,92.93193985886488,60.264669537270784,-6.025865973825314
24,92.93193985886488,60.06422333472719,-6.432940092739179
25,92.93193985886488,52.95713020518613,-6.432940092739179
26,92.93193985886488,53.36222075147176,-6.415096959171596
27,92.93193985886488,54.34448226893479,-6.432940092739179
28,92.93193985886488,57.73048787062285,-5.796057750765372
29,92.93193985886488,51.84539255148871,-6.432940092739179
30,92.93193985886488,52.85035089745291,-6.432940092739179
31,92.93214184093668,51.5650112280527,-6.163314804034641
32,92.93214184093668,50.89520652973824,-5.908082938168931
33,92.93214184093668,49.398091766497814,-6.432940092739179
34,92.93214184093668,47.97573046015256,-6.432940092739179
35,92.93214184093668,50.64011387605944,-6.391917113392602
36,92.93214184093668,45.15663428145746,-6.423246963533519
37,92.93214184093668,50.41500896898447,-6.406879986069314
38,92.93214184093668,35.29787361813491,-6.395261598115449
39,92.93214184093668,49.70666300766271,-6.163314804034641
40,92.93214184093668,35.0772687402737,-6.432940092739179
41,92.93214184093668,49.700258309079345,-6.431331081933479
42,92.93214184093668,29.91825189123189,-6.428105272684596
43,92.93214184093668,44.51266684238872,-6.423246963533519
44,92.93214184093668,40.73253541866678,-6.437751649736401
45,92.93214184093668,38.63211075260168,-6.432940092739179
46,92.93214184093668,42.04538767478403,-6.56244409369372
47,92.93214184093668,32.43122182964008,-6.432940092739179
48,92.93214184093668,46.43814755551939,-6.432940092739179
49,92.93214184093668,29.419668871054224,-6.432940092739179
