generation,max_fitness,mean_fitness,min_fitness
0,90.86901301948917,5.8707454605363285,-6.0867747269123065
1,92.39486503108353,7.727266683957032,-6.897704943128636
2,92.39486503108353,7.757153937709099,-6.897704943128636
3,93.26353644806849,8.286192069388193,-6.897704943128636
4,93.26353644806849,8.867834502580397,-6.897704943128636
5,93.26353644806849,8.867834502580397,-6.897704943128636
6,93.26353644806849,8.867834502580397,-6.897704943128636
7,93.26353644806849,8.867834502580397,-6.897704943128636
8,93.26353644806849,8.867834502580397,-6.897704943128636
9,93.26353644806849,8.867834502580397,-6.897704943128636
10,93.26353644806849,8.867834502580397,-6.897704943128636
11,93.26353644806849,8.867834502580397,-6.897704943128636
12,93.26353644806849,8.867834502580397,-6.897704943128636
13,93.26353644806849,8.867834502580397,-6.897704943128636
14,93.26353644806849,8.867834502580397,-6.897704943128636
15,93.26353644806849,8.867834502580397,-6.897704943128636
16,93.26353644806849,10.536521456460754,-6.897704943128636
17,93.37946500072772,27.58235209922983,-6.0867747269123065
18,93.37946500072772,50.202235682504515,-4.467755278982112
19,93.9489615464343,56.329236771555486,-6.641182169740591
20,93.9489615464343,50.74000918458648,-6.842683282238422
21,94.01859563501554,53.04280562332062,-3.1477552789821086
22,94.163413725328,60.43812471503774,-2.9677552789821084
23,94.2070431491098,63.32896249800462,-6.843749949006225
24,94.2070431491098,51.484629657780424,-6.841615476477592
25,94.2070431491098,65.41238885826797,-6.535241271013659
26,94.2070431491098,56.96455683503214,-6.687755278982113
27,94.2070431491098,55.30335231622407,-6.853299093186078
28,94.48094470078547,60.43986263254221,-6.625392368007956
29,94.48094470078547,59.872017808389025,-6.0867747269123065
30,94.52278772623589,63.70887911003444,-6.577861357721047
31,94.52278772623589,65.16815755004332,-6.849066282633458
32,94.76278772623589,61.234125698226016,-6.400257445308821
33,94.76278772623589,71.07046388650465,-2.9677552789821084
34,94.76278772623589,65.56324184323566,-6.19644412779452
35,94.76278772623589,63.245775905138515,-6.6052979209482015
36,94.76278772623589,61.60764422467956,-6.1779441140506
37,94.76278772623589,50.178813849857654,-6.854354502255021
38,94.82278772623589,63.164033332597356,-5.007755278982113
39,94.82278772623589,53.51896455266946,-6.1779441140506
40,94.82278772623589,59.666529160062,-2.847755278982108
41,94.82278772623589,51.60182322835281,-2.9677552789821084
42,94.82278772623589,51.520113078509624,-6.626717749249025
43,94.82278772623589,59.76619651088607,-6.841615476477592
44,94.82278772623589,44.03463669153313,-6.1779441140506
45,94.82278772623589,51.79064170777983,-6.1779441140506
46,94.82278772623589,53.28717960521597,-6.1779441140506
47,94.82278772623589,47.32444302730465,-2.9677552789821084
48,94.82278772623589,53.79940716737159,-6.6277552789821135
49,94.82278772623589,60.43853270508268,-2.9677552789821084
