generation,max_fitness,mean_fitness,min_fitness
0,57.25379680945985,-2.5799134861779356,-5.988961416889864
1,86.79289246928256,-1.3132429802246934,-6.198478716492308
2,86.79289246928256,-1.3132429802246934,-6.198478716492308
3,86.79289246928256,-1.3132429802246934,-6.198478716492308
4,86.79289246928256,-1.3132429802246934,-6.198478716492308
5,86.79289246928256,-1.3132429802246934,-6.198478716492308
6,86.79289246928256,-1.3132429802246934,-6.198478716492308
7,86.79289246928256,-1.3132429802246934,-6.198478716492308
8,86.79289246928256,-1.3132429802246934,-6.198478716492308
9,86.79289246928256,-1.3132429802246934,-6.198478716492308
10,86.79289246928256,-1.3132429802246934,-6.198478716492308
11,86.79289246928256,-1.3132429802246934,-6.198478716492308
12,86.79289246928256,-1.3132429802246934,-6.198478716492308
13,86.79289246928256,-1.3132429802246934,-6.198478716492308
14,86.79289246928256,-1.3132429802246934,-6.198478716492308
15,86.79289246928256,-1.3132429802246934,-6.198478716492308
16,86.79289246928256,0.7401354658578191,-6.198478716492308
17,87.03289246928256,30.055538807824682,-6.045005314036012
18,87.63289246928257,35.356297987460614,-6.003887067106539
19,87.63289246928257,25.609955062696248,-6.066108090103747
20,87.63289246928257,34.21773128810554,-6.0112671744041615
21,87.63289246928257,40.433116771916985,-6.19644412779452
22,87.63289246928257,34.63926895422059,-6.0112671744041615
23,91.108353948145,39.06707469586298,-6.19644412779452
24,91.108353948145,37.154347770094766,-5.988961416889864
25,91.108353948145,32.07437475573736,-6.07073772800249
26,91.108353948145,34.524256083857644,-6.021023349349527
27,91.108353948145,31.30923281785485,-5.988961416889864
28,91.108353948145,43.79687401484345,-6.008813185442595
29,91.108353948145,37.07238724850785,-6.066108090103747
30,91.108353948145,37.236344767805186,-6.016157159698354
31,91.108353948145,32.162155040643334,-6.030685260261263
32,91.89282822853991,37.191245013366476,-6.19644412779452
33,91.89282822853991,41.128059712085545,-6.030685260261263
34,91.95282822853991,33.84785699153214,-6.0473721790462776
35,91.95282822853991,40.70637176248148,-6.061456918928017
36,91.95282822853991,39.36130745436455,-6.025865973825314
37,91.95282822853991,40.39988180694533,-6.07073772800249
38,91.95282822853991,40.792863845505586,-6.171700597410915
39,91.95282822853991,31.523074357647864,-6.0112671744041615
40,91.95282822853991,32.11841383531575,-6.0014148779611505
41,91.95282822853991,31.199331603807867,-6.028278520230698
42,91.95282822853991,40.10176064724856,-6.403574197934815
43,91.95282822853991,33.391776480356846,-6.008813185442595
44,91.95282822853991,29.995481254489878,-6.056784013228625
45,91.95282822853991,34.07841236985283,-6.008813185442595
46,91.95282822853991,33.90407696819555,-6.19644412779452
47,91.95282822853991,31.06587649735094,-5.988961416889864
48,91.95282822853991,36.914887556049294,-5.998936561946683
49,91.95282822853991,39.698933637356184,-6.212606095751519
