generation,max_fitness,mean_fitness,min_fitness
0,66.0572006248733,2.1068854534880628,-6.049733455231958
1,85.43092827018351,4.53449711263629,-6.068425588244111
2,85.43092827018351,4.534497112636289,-6.068425588244111
3,85.43092827018351,4.534497112636289,-6.068425588244111
4,85.43092827018351,4.534497112636289,-6.068425588244111
5,85.43092827018351,4.534497112636289,-6.068425588244111
6,85.43092827018351,4.534497112636289,-6.068425588244111
7,85.43092827018351,4.534497112636289,-6.068425588244111
8,85.43092827018351,4.534497112636289,-6.068425588244111
9,85.43092827018351,4.534497112636289,-6.068425588244111
10,85.43092827018351,4.534497112636289,-6.068425588244111
11,85.43092827018351,4.534497112636289,-6.068425588244111
12,85.43092827018351,4.534497112636289,-6.068425588244111
13,85.43092827018351,4.534497112636289,-6.068425588244111
14,85.43092827018351,4.534497112636289,-6.068425588244111
15,85.43092827018351,4.534497112636289,-6.068425588244111
16,85.43092827018351,8.44725930312374,-6.068425588244111
17,85.77289246928255,25.74027205621616,-5.991464547107982
18,86.67289246928256,29.768900215831522,-6.068425588244111
19,87.69289246928255,23.5984178920151,-6.054439346269371
20,87.69289246928255,34.24686114834603,-6.066108090103747
21,87.69289246928255,34.34140782546626,-6.066108090103747
22,87.69289246928255,33.27669248929445,-5.752572638825633
23,87.69289246928255,35.63762310248072,-6.025865973825314
24,87.69289246928255,38.76937837858147,-5.752572638825633
25,87.87289246928256,32.848982685611816,-5.978885764901122
26,87.87289246928256,32.237764920331784,-6.040254711277414
27,87.87289246928256,42.56022699932588,-5.752572638825633
28,87.87289246928256,43.78130603855964,-5.996452088619021
29,88.11289246928256,39.00575255726554,-6.016157159698354
30,88.23289246928256,43.818901278904086,-6.202535517187923
31,88.23289246928256,40.21268403347086,-6.20050917404269
32,88.23289246928256,35.262458681133936,-6.045005314036012
33,88.47289246928256,44.47418650477981,-6.016157159698354
34,89.31289246928256,39.23484941455094,-6.023447592961033
35,89.31289246928256,49.262998401110806,-6.0063531596017325
36,89.31289246928256,52.04875470843838,-6.07993319509559
37,89.31289246928256,46.763371176614164,-5.820082930352362
38,89.31289246928256,46.33801949731617,-5.771441123130016
39,89.31289246928256,50.27132081168041,-5.752572638825633
40,89.31289246928256,45.68081023246811,-5.988961416889864
41,89.31289246928256,54.482522023573765,-6.008813185442595
42,89.31289246928256,48.87084200433398,-5.983936280687191
43,89.31289246928256,52.78927447232815,-6.19644412779452
44,89.31289246928256,54.9761561368831,-6.0473721790462776
45,89.31289246928256,50.7681978386938,-6.013715156042802
46,89.31289246928256,42.821447430804795,-6.013715156042802
47,89.31289246928256,46.09602178610342,-6.068425588244111
48,89.31289246928256,46.016892969710725,-5.991464547107982
49,89.31289246928256,45.53956178707821,-5.796057750765372
