generation,max_fitness,mean_fitness,min_fitness
0,48.20394224923463,-1.8380334215187124,-6.396929655216146
1,91.90624979919323,0.04422674606119472,-6.421622267806518
2,91.90624979919323,0.04422674606119472,-6.421622267806518
3,91.90624979919323,0.04422674606119472,-6.421622267806518
4,91.90624979919323,0.04422674606119472,-6.421622267806518
5,91.90624979919323,0.04422674606119472,-6.421622267806518
6,91.90624979919323,0.04422674606119472,-6.421622267806518
7,91.90624979919323,0.04422674606119472,-6.421622267806518
8,91.90624979919323,0.04422674606119472,-6.421622267806518
9,91.90624979919323,0.04422674606119472,-6.421622267806518
10,91.90624979919323,0.04422674606119472,-6.421622267806518
11,91.90624979919323,0.04422674606119472,-6.421622267806518
12,91.90624979919323,0.04422674606119472,-6.421622267806518
13,91.90624979919323,0.04422674606119472,-6.421622267806518
14,91.90624979919323,0.04422674606119472,-6.421622267806518
15,91.90624979919323,0.04422674606119472,-6.421622267806518
16,91.90624979919323,4.965817114145681,-6.421622267806518
17,91.90624979919323,26.705154656602726,-5.918893854273146
18,91.98936470590374,41.34773867943305,-5.8522024797744745
19,91.98936470590374,32.28290863390324,-6.429719478039138
20,92.45124010962184,40.36394038616613,-6.013715156042802
21,92.45124010962184,42.807907529435234,-6.016157159698354
22,92.69061166337202,41.365587819565924,-6.408528791059498
23,93.00278772623588,43.277196215854886,-6.401917196727186
24,93.00278772623588,40.10095731190213,-6.395261598115449
25,93.00278772623588,43.525114857817755,-6.416732282512326
26,93.00278772623588,41.14820546426845,-6.186208623900494
27,93.40956741322127,58.96340148217432,-5.910796644040527
28,93.40956741322127,46.09953010785237,-6.395261598115449
29,93.40956741322127,56.249882037946485,-6.013715156042802
30,93.40956741322127,52.15918463642375,-6.395261598115449
31,93.40956741322127,57.74356670086639,-5.796057750765372
32,93.40956741322127,53.9165967335989,-6.391917113392602
33,93.40956741322127,57.7036785065376,-6.39024066706535
34,93.40956741322127,50.26969856086033,-6.306275286948016
35,93.40956741322127,62.99728282723195,-5.8944028342648505
36,93.40956741322127,50.8692238952657,-6.400257445308821
37,93.40956741322127,63.97665950085472,-6.169610732491456
38,93.40956741322127,68.53159855579334,-6.418364935936212
39,93.40956741322127,61.70585993329826,-6.38856140554563
40,93.40956741322127,64.11358463035943,-6.400257445308821
41,93.40956741322127,61.390418789445306,-6.434546518787453
42,93.40956741322127,72.27611007878627,-6.306275286948016
43,93.40956741322127,55.149928182260076,-6.008813185442595
44,93.40956741322127,61.27966075823055,-5.796057750765372
45,93.40956741322127,55.57665557122685,-6.395261598115449
46,93.40956741322127,45.407772873702946,-6.405228458030842
47,93.40956741322127,53.29370484908545,-6.432940092739179
48,93.40956741322127,59.474388407447506,-6.418364935936212
49,93.40956741322127,55.14151136308844,-5.796057750765372
