generation,max_fitness,mean_fitness,min_fitness
0,48.20394224923463,-2.1901448005673956,-5.8916442118257715
1,87.62951600496184,-1.663778560662074,-6.431331081933479
2,87.62951600496184,-1.663778560662074,-6.431331081933479
3,87.62951600496184,-1.663778560662074,-6.431331081933479
4,87.62951600496184,-1.663778560662074,-6.431331081933479
5,87.62951600496184,-1.663778560662074,-6.431331081933479
6,87.62951600496184,-1.663778560662074,-6.431331081933479
7,87.62951600496184,-1.663778560662074,-6.431331081933479
8,87.62951600496184,-1.663778560662074,-6.431331081933479
9,87.62951600496184,-1.663778560662074,-6.431331081933479
10,87.62951600496184,-1.663778560662074,-6.431331081933479
11,87.62951600496184,-1.663778560662074,-6.431331081933479
12,87.62951600496184,-1.663778560662074,-6.431331081933479
13,87.62951600496184,-1.663778560662074,-6.431331081933479
14,87.62951600496184,-1.663778560662074,-6.431331081933479
15,87.62951600496184,-1.663778560662074,-6.431331081933479
16,87.62951600496184,-0.1568443172506218,-6.173786103901937
17,87.62951600496184,19.295726711911524,-5.834810737062605
18,87.62951600496184,48.86807548715283,-6.418364935936212
19,87.62951600496184,44.897616417538735,-6.169610732491456
20,87.62951600496184,41.09654132642901,-6.432940092739179
21,87.62951600496184,36.18515792469281,-6.418364935936212
22,88.45092391510478,54.70853599217462,-5.796057750765372
23,91.73740496697303,42.104293685032296,-6.013715156042802
24,91.73740496697303,49.330675854714215,-6.410174881966167
25,91.73740496697303,36.38814866229934,-6.391917113392602
26,91.73740496697303,33.951123402796746,-6.423246963533519
27,91.73740496697303,48.75782169260613,-6.418364935936212
28,91.73740496697303,54.162337076712305,-6.410174881966167
29,91.73740496697303,49.70766424445875,-6.419994928147142
30,91.73740496697303,58.093610393722855,-6.405228458030842
31,92.57237888630937,57.285138418407,-6.304448802421981
32,92.57237888630937,52.49293978685455,-6.413458957167357
33,92.57237888630937,52.7767422190653,-5.796057750765372
34,92.66728120673463,45.520478401670026,-6.410174881966167
35,92.66728120673463,53.79311042960463,-6.418364935936212
36,92.66728120673463,58.216346236632305,-6.396929655216146
37,92.66728120673463,59.05364664009371,-5.908082938168931
38,92.66728120673463,54.47452048156568,-6.423246963533519
39,92.66728120673463,41.58104678872029,-6.302618975744905
40,92.66728120673463,44.50333981249169,-6.405228458030842
41,92.66728120673463,48.03089314168125,-6.306275286948016
42,92.66728120673463,34.21939178945812,-6.186208623900494
43,92.66728120673463,50.46042792075022,-6.405228458030842
44,92.66728120673463,48.79409378420646,-6.418364935936212
45,92.66728120673463,45.782289734666286,-6.418364935936212
46,92.66728120673463,43.6564755886483,-6.418364935936212
47,92.66728120673463,39.34185153635222,-6.419994928147142
48,92.66728120673463,45.28176447855307,-6.42648845745769
49,92.66728120673463,45.58322300305912,-6.418364935936212
