generation,max_fitness,mean_fitness,min_fitness
0,87.66324619773175,3.742190985514,-6.0867747269123065
1,91.46901301948917,6.7944775957884085,-6.878326468291325
2,91.46901301948917,6.794477595788409,-6.878326468291325
3,91.46901301948917,6.794477595788409,-6.878326468291325
4,91.46901301948917,6.794477595788409,-6.878326468291325
5,91.46901301948917,6.794477595788409,-6.878326468291325
6,91.46901301948917,6.794477595788409,-6.878326468291325
7,91.46901301948917,6.794477595788409,-6.878326468291325
8,91.46901301948917,6.794477595788409,-6.878326468291325
9,91.46901301948917,6.794477595788409,-6.878326468291325
10,91.46901301948917,6.794477595788409,-6.878326468291325
11,91.46901301948917,6.794477595788409,-6.878326468291325
12,91.46901301948917,6.794477595788409,-6.878326468291325
13,91.46901301948917,6.794477595788409,-6.878326468291325
14,91.46901301948917,6.794477595788409,-6.878326468291325
15,91.46901301948917,6.794477595788409,-6.878326468291325
16,91.46901301948917,7.569232399455351,-6.878326468291325
17,93.0962175253438,44.5784326261128,-3.68775527898211
18,93.2802701740138,47.39274514543999,-6.2077552789821135
19,93.55402398497816,55.17434806971909,-5.427755278982114
20,94.163413725328,51.872689186574554,-6.2077552789821135
21,94.43212383121042,45.99322871622846,-3.0877552789821086
22,94.43212383121042,42.21667270458917,-6.027755278982114
23,94.43212383121042,40.80337805684985,-3.68775527898211
24,94.43212383121042,32.096326885834536,-3.207755278982109
25,94.43212383121042,36.9571987363508,-6.79346613258001
26,94.43212383121042,40.06271207899511,-4.467755278982112
27,94.43212383121042,40.786010544961854,-6.3561076606958915
28,94.43212383121042,38.937599817189586,-4.3477552789821114
29,94.43212383121042,36.2783668785768,-6.887552571664617
30,94.43212383121042,38.08755807019011,-6.802394763324311
31,94.43212383121042,41.87197486226677,-6.2077552789821135
32,94.43212383121042,40.54559760327188,-6.567755278982113
33,94.43212383121042,30.281148886455057,-6.61338421837956
34,94.43212383121042,48.74622219783894,-6.625392368007956
35,94.43212383121042,44.291173936294314,-6.2077552789821135
36,94.43212383121042,41.062766585742736,-2.9677552789821084
37,94.43212383121042,45.963718125048835,-6.774223886357614
38,94.43212383121042,44.76268240999386,-3.207755278982109
39,94.43212383121042,49.162525866914514,-4.527755278982112
40,94.43212383121042,47.647091612588014,-6.027755278982114
41,94.43212383121042,49.674863661667416,-5.547755278982114
42,94.43212383121042,38.31821101109566,-3.207755278982109
43,94.43212383121042,43.16798067721979,-6.664409020350408
44,94.43212383121042,47.71259774388351,-6.8679744089702925
45,94.43212383121042,49.565272324534874,-6.899723107284872
46,94.43212383121042,50.02668724901735,-6.887552571664617
47,94.43212383121042,53.31246237958238,-2.9677552789821084
48,94.43212383121042,37.826314313157916,-3.3877552789821093
49,94.43212383121042,45.56661783338322,-3.207755278982109
